,sales_small.ProductID,sales_small.WeekKey,sales_small.Channel,sales_small.Country,sales_small.CSP,sales_small.SalesVolume,sales_small.TotalStockVolume,sales_small.StoreStockVolume,sales_small.DepotStockVolume,sales_small.FutureCommitmentVolume,sales_small.IntakeVolume,sales_small.StoresWithStockCount,sales_small.StoresWithSalesCount,price_change_tw,price_change_before,products.Season,products.Group,products.SubGroup,products.Class,products.SubClass,sales_small.SalesVolume_nw,price_change_nw,season_nw
84,22125db2,201503,Stores,B,18.084,1,4,1,3,0,0,0.0622,0.0039,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,1.0,0.0,Spring
87,2aa01f80,201503,Stores,A,12.007,2,1,1,0,0,0,0.0661,0.0117,0.0,0.0,L,bca94c97,44b005af,4a5b1ef4,ea2c7596,2.0,0.0,Spring
93,347abb0,201503,Online,B,15.383,1,8,0,8,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,2f6d2d03,1.0,0.0,Spring
96,3896e2fe,201503,Online,B,15.383,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,8f7078c4,5054325,fed6cf53,1.0,0.0,Spring
97,3896e2fe,201503,Stores,B,15.383,4,31,8,15,0,8,0.342,0.0155,0.0,0.0,L,bca94c97,8f7078c4,5054325,fed6cf53,7.0,0.0,Spring
101,3bc20bca,201503,Stores,A,18.084,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,bca94c97,44b005af,bb900370,fed6cf53,0.0,0.0,Spring
103,3cbe36f,201503,Stores,B,12.007,91,54,28,12,14,0,0.91915,0.54025,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,ea2c7596,95.0,0.0,Spring
122,6d35b944,201503,Stores,B,14.482999999999999,3,18,6,2,10,0,0.7112,0.0583,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,4.0,0.0,Spring
125,7455319f,201503,Stores,B,15.383,5,64,24,27,0,13,0.6335,0.0117,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,11e7a0b9,12.0,0.0,Spring
127,7f65919d,201503,Stores,B,17.183,3,27,9,18,0,0,0.2215,0.0078,0.0,0.0,L,bca94c97,44b005af,bb900370,edd5b632,8.0,0.0,Spring
131,8758a09,201503,Stores,B,15.833,0,11,4,7,0,0,0.1399,0.0,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,fd076de4,2.0,0.0,Spring
135,8cf29ab0,201503,Stores,B,18.084,1,6,2,1,0,3,0.0661,0.0039,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,2.0,0.0,Spring
139,96a14c52,201503,Stores,B,12.007,4,26,4,5,17,0,0.3381,0.0816,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,ea2c7596,5.0,0.0,Spring
149,b350d55e,201503,Stores,B,15.383,4,4,1,3,0,0,0.0466,0.0194,0.0,0.0,L,bca94c97,8f7078c4,27441678,db0c470d,3.0,0.0,Spring
150,b44561b2,201503,Stores,B,11.557,5,8,4,4,0,0,0.3304,0.0933,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,ea2c7596,6.0,0.0,Spring
157,c0d795d2,201503,Stores,B,22.585,0,29,5,12,6,6,0.1477,0.0,0.0,0.0,L,bca94c97,8f7078c4,5054325,c6ea2cc6,3.0,0.0,Spring
158,c184281c,201503,Online,B,21.234,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,bb900370,c6ea2cc6,3.0,0.0,Spring
159,c184281c,201503,Stores,A,24.61,0,1,1,0,0,0,0.0117,0.0,0.0,0.0,L,bca94c97,44b005af,bb900370,c6ea2cc6,0.0,0.0,Spring
161,c5910e6e,201503,Online,B,18.984,2,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,bb900370,c6ea2cc6,3.0,0.0,Spring
162,c5910e6e,201503,Stores,B,18.984,0,6,2,4,0,0,0.0466,0.0,0.0,0.0,L,bca94c97,44b005af,bb900370,c6ea2cc6,1.0,0.0,Spring
166,d183fb2f,201503,Online,B,16.283,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,bb900370,fed6cf53,1.0,0.0,Spring
168,d767be66,201503,Stores,A,12.908,2,0,0,0,0,0,0.0,0.0155,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,d09982e0,2.0,0.0,Spring
171,db377aea,201503,Online,B,18.084,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,bb900370,1236020e,2.0,0.0,Spring
172,db377aea,201503,Stores,A,20.514,2,1,1,0,0,0,0.0233,0.0039,0.0,0.0,L,bca94c97,44b005af,bb900370,1236020e,3.0,0.0,Spring
173,db377aea,201503,Stores,B,18.084,16,31,15,17,0,-1,0.4625,0.0777,0.0,0.0,L,bca94c97,44b005af,bb900370,1236020e,14.0,0.0,Spring
174,dc8118a4,201503,Stores,A,21.684,0,1,1,0,0,0,0.0117,0.0,0.0,0.0,L,bca94c97,44b005af,bb900370,c6ea2cc6,0.0,0.0,Spring
175,dedf7ec6,201503,Online,B,11.782,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,d09982e0,3.0,0.0,Spring
176,dedf7ec6,201503,Stores,A,12.232000000000001,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,d09982e0,2.0,0.0,Spring
177,dedf7ec6,201503,Stores,B,11.782,11,23,4,19,0,0,0.1283,0.0544,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,d09982e0,13.0,0.0,Spring
178,e2c152dc,201503,Online,B,16.283,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,8f7078c4,5054325,fed6cf53,2.0,0.0,Spring
179,e38c38f0,201503,Online,B,12.683,3,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,2f6d2d03,5.0,0.0,Spring
186,e9cb1ed7,201503,Stores,B,17.183,3,4,2,2,0,0,0.1671,0.0622,0.0,0.0,L,bca94c97,44b005af,4a5b1ef4,bd6013db,3.0,0.0,Spring
189,ed7724ff,201503,Stores,A,12.457,2,3,3,0,0,0,0.2293,0.0311,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,ea2c7596,3.0,0.0,Spring
190,ed7724ff,201503,Stores,B,12.007,18,117,23,23,71,0,0.9386,0.4586,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,ea2c7596,22.0,0.0,Spring
193,f7a1443c,201503,Stores,A,13.357999999999999,3,0,0,0,0,0,0.0,0.0117,0.0,0.0,L,bca94c97,8f7078c4,5054325,3f899150,3.0,0.0,Spring
194,f845ed90,201503,Online,B,18.084,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,1.0,0.0,Spring
195,f845ed90,201503,Stores,B,18.084,4,13,6,8,0,-1,0.7112,0.0466,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,5.0,0.0,Spring
196,fa0a6c28,201503,Online,B,12.683,6,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,2f6d2d03,11.0,0.0,Spring
197,fa0a6c28,201503,Stores,A,14.033,5,2,2,0,0,0,0.0544,0.0155,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,2f6d2d03,6.0,0.0,Spring
198,fc5b050,201503,Online,B,12.683,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,d09982e0,2.0,0.0,Spring
199,fd33a12b,201503,Stores,B,22.585,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,bca94c97,44b005af,bb900370,c0adca70,0.0,0.0,Spring
203,12fd042,201504,Stores,B,16.283,2,4,1,3,0,0,0.0505,0.0039,0.0,0.0,L,bca94c97,8f7078c4,27441678,db0c470d,2.0,0.0,Spring
208,1ff41410,201504,Stores,A,15.833,4,2,2,0,0,0,0.2449,0.0777,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,3.0,0.0,Spring
209,22125db2,201504,Online,B,18.084,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,2.0,0.0,Spring
210,22125db2,201504,Stores,B,18.084,1,4,1,3,0,0,0.07,0.0117,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,2.0,0.0,Spring
211,2498a02c,201504,Stores,B,15.383,0,44,4,17,0,23,0.0855,0.0,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,fd076de4,5.0,0.0,Spring
214,2aa01f80,201504,Stores,A,12.007,2,1,1,0,0,0,0.0661,0.0194,0.0,0.0,L,bca94c97,44b005af,4a5b1ef4,ea2c7596,3.0,0.0,Spring
215,2b80088b,201504,Online,B,14.482999999999999,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,4a5b1ef4,788e1264,2.0,0.0,Spring
216,2b80088b,201504,Stores,A,15.833,2,7,7,0,0,0,0.2371,0.0272,0.0,0.0,L,bca94c97,44b005af,4a5b1ef4,788e1264,4.0,0.0,Spring
217,2b80088b,201504,Stores,B,14.482999999999999,33,61,27,34,0,0,0.94055,0.7695,0.0,0.0,L,bca94c97,44b005af,4a5b1ef4,788e1264,62.0,0.0,Spring
224,347abb0,201504,Online,B,15.383,1,8,0,8,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,2f6d2d03,2.0,0.0,Spring
230,3896e2fe,201504,Online,B,15.383,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,8f7078c4,5054325,fed6cf53,2.0,0.0,Spring
231,3896e2fe,201504,Stores,A,16.958,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,bca94c97,8f7078c4,5054325,fed6cf53,0.0,0.0,Spring
232,3896e2fe,201504,Stores,B,15.383,7,22,8,14,0,0,0.342,0.0311,0.0,0.0,L,bca94c97,8f7078c4,5054325,fed6cf53,8.0,0.0,Spring
233,3957c00d,201504,Stores,A,13.133,3,3,3,0,0,0,0.2332,0.0661,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,ea2c7596,5.0,0.0,Spring
238,3bc20bca,201504,Stores,A,18.084,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,bca94c97,44b005af,bb900370,fed6cf53,0.0,0.0,Spring
240,3cbe36f,201504,Stores,B,12.007,95,52,29,9,5,9,0.9211,0.6296,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,ea2c7596,92.0,0.0,Spring
244,3e518947,201504,Stores,B,16.283,3,17,7,10,0,0,0.1438,0.0117,0.0,0.0,L,bca94c97,44b005af,bb900370,fed6cf53,6.0,0.0,Spring
246,4147f848,201504,Online,B,13.133,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,4a5b1ef4,788e1264,2.0,0.0,Spring
247,4147f848,201504,Stores,A,14.033,5,5,5,0,0,0,0.24100000000000002,0.1049,0.0,0.0,L,bca94c97,44b005af,4a5b1ef4,788e1264,9.0,0.0,Spring
248,4147f848,201504,Stores,B,13.133,53,78,40,38,0,0,0.93665,0.52275,0.0,0.0,L,bca94c97,44b005af,4a5b1ef4,788e1264,71.0,0.0,Spring
279,6d35b944,201504,Online,B,14.482999999999999,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,1.0,0.0,Spring
280,6d35b944,201504,Stores,B,14.482999999999999,4,8,6,3,0,-1,0.7073,0.1088,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,3.0,0.0,Spring
283,7455319f,201504,Online,B,14.482999999999999,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,11e7a0b9,2.0,0.0,Spring
284,7455319f,201504,Stores,A,16.958,2,1,1,0,0,0,0.0466,0.0039,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,11e7a0b9,2.0,0.0,Spring
285,7455319f,201504,Stores,B,15.383,12,50,24,26,0,0,0.63935,0.035,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,11e7a0b9,16.0,0.0,Spring
291,7f65919d,201504,Online,B,17.183,1,4,0,4,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,bb900370,edd5b632,3.0,0.0,Spring
292,7f65919d,201504,Stores,B,17.183,8,26,9,17,0,0,0.2254,0.0311,0.0,0.0,L,bca94c97,44b005af,bb900370,edd5b632,9.0,0.0,Spring
302,8758a09,201504,Online,B,14.933,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,fd076de4,1.0,0.0,Spring
303,8758a09,201504,Stores,B,15.833,2,11,4,7,0,0,0.1399,0.0039,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,fd076de4,2.0,0.0,Spring
305,8a1b2bed,201504,Stores,B,14.482999999999999,3,7,3,4,0,0,0.2526,0.0661,0.0,0.0,L,bca94c97,44b005af,4a5b1ef4,788e1264,8.0,0.0,Spring
309,8cf29ab0,201504,Stores,B,18.084,2,3,2,1,0,0,0.0738,0.0155,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,2.0,0.0,Spring
313,96a14c52,201504,Stores,B,12.007,5,31,4,10,12,5,0.3381,0.10099999999999999,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,ea2c7596,6.0,0.0,Spring
314,979b8b95,201504,Stores,B,13.583,1,33,4,12,0,17,0.2332,0.0039,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,2.0,0.0,Spring
319,a25bb6d9,201504,Stores,A,13.357999999999999,1,2,2,0,0,0,0.0661,0.0117,0.0,0.0,L,bca94c97,8f7078c4,27441678,4ad16395,2.0,0.0,Spring
320,a2f11602,201504,Online,B,14.482999999999999,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,13818e2d,1.0,0.0,Spring
330,b3019d75,201504,Online,B,13.583,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,2.0,0.0,Spring
331,b350d55e,201504,Stores,B,15.383,3,4,1,3,0,0,0.035,0.0155,0.0,0.0,L,bca94c97,8f7078c4,27441678,db0c470d,2.0,0.0,Spring
332,b44561b2,201504,Online,B,11.557,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,ea2c7596,2.0,0.0,Spring
333,b44561b2,201504,Stores,B,11.557,6,6,4,2,0,0,0.3342,0.1399,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,ea2c7596,7.0,0.0,Spring
334,b488f3f5,201504,Online,B,23.485,1,8,0,4,0,4,0.0039,0.0039,0.0,0.0,L,bca94c97,8f7078c4,5054325,fed6cf53,1.0,0.0,Spring
340,bc67c1e6,201504,Stores,B,14.482999999999999,0,62,4,24,0,34,0.1671,0.0,0.0,0.0,L,bca94c97,8f7078c4,5054325,5b7097e,16.0,0.0,Spring
344,c0741231,201504,Online,B,16.283,1,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,bb900370,1236020e,1.0,0.0,Spring
345,c0d795d2,201504,Online,B,22.585,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,8f7078c4,5054325,c6ea2cc6,2.0,0.0,Spring
346,c0d795d2,201504,Stores,B,22.585,3,16,5,11,0,0,0.1555,0.0078,0.0,0.0,L,bca94c97,8f7078c4,5054325,c6ea2cc6,5.0,0.0,Spring
347,c184281c,201504,Online,B,21.234,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,bb900370,c6ea2cc6,2.0,0.0,Spring
348,c184281c,201504,Stores,A,24.61,0,1,1,0,0,0,0.0117,0.0,0.0,0.0,L,bca94c97,44b005af,bb900370,c6ea2cc6,0.0,0.0,Spring
350,c32f75dc,201504,Stores,A,15.833,1,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,bca94c97,44b005af,c409cf28,e4301f2f,1.0,0.0,Spring
352,c5910e6e,201504,Online,B,18.984,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,bb900370,c6ea2cc6,2.0,0.0,Spring
353,c5910e6e,201504,Stores,B,18.984,1,6,2,4,0,0,0.0505,0.0039,0.0,0.0,L,bca94c97,44b005af,bb900370,c6ea2cc6,1.0,0.0,Spring
359,d183fb2f,201504,Online,B,16.283,1,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,bb900370,fed6cf53,3.0,0.0,Spring
361,d767be66,201504,Online,B,12.232000000000001,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,d09982e0,2.0,0.0,Spring
362,d767be66,201504,Stores,A,12.908,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,d09982e0,1.0,0.0,Spring
366,db377aea,201504,Online,B,18.084,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,bb900370,1236020e,1.0,0.0,Spring
367,db377aea,201504,Stores,A,20.514,3,1,1,0,0,0,0.0194,0.0078,0.0,0.0,L,bca94c97,44b005af,bb900370,1236020e,3.0,0.0,Spring
368,db377aea,201504,Stores,B,18.084,14,30,15,15,0,0,0.4742,0.07,0.0,0.0,L,bca94c97,44b005af,bb900370,1236020e,13.0,0.0,Spring
369,dc8118a4,201504,Stores,A,21.684,0,1,1,0,0,0,0.0117,0.0,0.0,0.0,L,bca94c97,44b005af,bb900370,c6ea2cc6,0.0,0.0,Spring
370,dedf7ec6,201504,Online,B,11.782,3,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,d09982e0,4.0,0.0,Spring
371,dedf7ec6,201504,Stores,A,12.232000000000001,2,0,0,0,0,0,0.0,0.0039,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,d09982e0,0.0,0.0,Spring
372,dedf7ec6,201504,Stores,B,11.782,13,22,6,17,0,-1,0.1321,0.0622,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,d09982e0,12.0,0.0,Spring
373,e2c152dc,201504,Online,B,16.283,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,8f7078c4,5054325,fed6cf53,2.0,0.0,Spring
374,e38c38f0,201504,Online,B,12.683,5,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,2f6d2d03,6.0,0.0,Spring
385,e9cb1ed7,201504,Stores,B,17.183,3,4,2,2,0,0,0.1671,0.0428,0.0,0.0,L,bca94c97,44b005af,4a5b1ef4,bd6013db,3.0,0.0,Spring
388,ed7724ff,201504,Online,B,12.007,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,ea2c7596,3.0,0.0,Spring
389,ed7724ff,201504,Stores,A,12.457,3,3,3,0,0,0,0.2293,0.0466,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,ea2c7596,3.0,0.0,Spring
390,ed7724ff,201504,Stores,B,12.007,22,134,22,41,51,20,0.9425,0.5869,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,ea2c7596,23.0,0.0,Spring
393,f4d8c2f8,201504,Stores,B,15.383,0,164,17,20,4,123,0.4625,0.0,0.0,0.0,L,bca94c97,44b005af,bb900370,c6ea2cc6,43.0,0.0,Spring
396,f7a1443c,201504,Online,B,12.683,1,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,8f7078c4,5054325,3f899150,2.0,0.0,Spring
397,f7a1443c,201504,Stores,A,13.357999999999999,3,1,1,0,0,0,0.0233,0.0155,0.0,0.0,L,bca94c97,8f7078c4,5054325,3f899150,2.0,0.0,Spring
398,f845ed90,201504,Online,B,18.084,1,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,1.0,0.0,Spring
399,f845ed90,201504,Stores,B,18.084,5,13,6,7,0,0,0.7112,0.1632,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,6.0,0.0,Spring
400,fa0a6c28,201504,Online,B,12.683,11,2,0,2,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,2f6d2d03,9.0,0.0,Spring
401,fa0a6c28,201504,Stores,A,14.033,6,2,2,0,0,0,0.0661,0.0194,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,2f6d2d03,10.0,0.0,Spring
402,fa232fd3,201504,Stores,B,15.383,2,16,7,9,0,0,0.1321,0.0039,0.9000000000000021,0.0,L,bca94c97,44b005af,bb900370,fed6cf53,4.0,0.0,Spring
403,fc5b050,201504,Online,B,12.683,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,c830b21c,7f5a3521,d09982e0,2.0,0.0,Spring
404,fd33a12b,201504,Stores,B,22.585,0,0,0,0,0,0,0.0,0.0,0.0,0.0,L,bca94c97,44b005af,bb900370,c0adca70,0.0,0.0,Spring
408,12fd042,201505,Stores,B,16.283,2,4,1,3,0,0,0.0505,0.0078,0.0,0.0,L,bca94c97,8f7078c4,27441678,db0c470d,2.0,0.0,Spring
411,133861b,201505,Stores,B,18.984,5,18,16,2,0,0,0.64905,0.1321,0.0,0.0,L,bca94c97,8f7078c4,27441678,4ad16395,9.0,0.0,Spring
416,1ff41410,201505,Stores,A,15.833,3,2,2,0,0,0,0.2449,0.0738,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,4.0,0.0,Spring
417,22125db2,201505,Online,B,18.084,2,1,0,1,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,3.0,0.0,Spring
418,22125db2,201505,Stores,B,18.084,2,4,1,3,0,0,0.07,0.0117,0.0,0.0,L,bca94c97,44b005af,c409cf28,8a0d6232,1.0,0.0,Spring
420,2498a02c,201505,Stores,B,15.383,5,22,6,17,0,-1,0.1632,0.0117,0.0,0.0,L,bca94c97,c830b21c,6ad22ddd,fd076de4,11.0,0.0,Spring
423,2aa01f80,201505,Stores,A,12.007,3,1,1,0,0,0,0.0661,0.0389,0.0,0.0,L,bca94c97,44b005af,4a5b1ef4,ea2c7596,5.0,0.0,Spring
424,2b80088b,201505,Online,B,14.482999999999999,2,0,0,0,0,0,0.0039,0.0039,0.0,0.0,L,bca94c97,44b005af,4a5b1ef4,788e1264,1.0,0.0,Spring
